tenure_months,monthly_charges,total_charges,num_products,has_internet,has_phone,contract_type,payment_method,support_calls,late_payments,avg_monthly_spend,charges_per_product,customer_value,service_usage_score,churn
39,96.23,3816.07,2,1,1,Two Year,Mailed check,3,0,97.85,48.115,7632.14,4,0
15,65.49,972.24,3,1,1,One Year,Electronic check,1,0,64.82,21.83,2916.7200000000003,5,0
29,46.73,1280.21,4,0,1,One Year,Electronic check,1,0,44.15,11.6825,5120.84,5,0
29,41.98,1171.08,2,1,1,Month-to-Month,Bank transfer,1,0,40.38,20.99,2342.16,4,1
32,33.15,1103.36,2,1,0,Month-to-Month,Electronic check,5,0,34.48,16.575,2206.72,3,0
2,105.71,199.76,3,0,0,Month-to-Month,Bank transfer,0,1,99.88,35.236666666666665,599.28,3,0
47,77.54,3733.1,4,0,0,One Year,Bank transfer,3,0,79.43,19.385,14932.4,4,0
22,27.64,618.99,2,1,1,One Year,Bank transfer,1,0,28.14,13.82,1237.98,4,0
27,58.26,1721.02,2,1,1,Two Year,Mailed check,0,0,63.74,29.13,3442.04,4,0
67,56.77,3469.47,4,1,0,Two Year,Mailed check,2,1,51.78,14.1925,13877.88,5,0
56,38.17,1969.99,2,1,1,Two Year,Credit card,0,0,35.18,19.085,3939.98,4,0
21,63.55,1336.17,4,1,1,Two Year,Credit card,3,0,63.63,15.8875,5344.68,6,0
47,53.21,2514.43,4,1,1,Month-to-Month,Bank transfer,1,1,53.5,13.3025,10057.72,6,0
59,54.18,2902.48,3,0,1,One Year,Mailed check,1,0,49.19,18.06,8707.44,4,0
6,93.9,600.12,1,0,1,One Year,Electronic check,1,0,100.02,93.9,600.12,2,0
19,42.33,803.42,4,1,1,Month-to-Month,Credit card,4,0,42.29,10.5825,3213.68,6,1
57,84.19,4651.64,3,1,1,Two Year,Mailed check,1,0,81.61,28.063333333333333,13954.920000000002,5,0
69,77.06,5124.5,1,0,1,Two Year,Electronic check,2,0,74.27,77.06,5124.5,2,0
3,76.81,247.09,2,1,1,Month-to-Month,Electronic check,1,0,82.36,38.405,494.18,4,0
1,86.3,81.07,1,0,1,Month-to-Month,Mailed check,2,0,81.07,86.3,81.07,2,0
58,74.84,4045.91,4,1,1,One Year,Credit card,0,0,69.76,18.71,16183.64,6,0
38,107.93,3866.07,4,1,1,One Year,Mailed check,2,0,101.74,26.9825,15464.28,6,0
15,87.56,1346.24,4,1,1,Two Year,Credit card,2,0,89.75,21.89,5384.96,6,0
34,74.7,2697.74,4,1,1,Month-to-Month,Bank transfer,2,0,79.35,18.675,10790.96,6,1
61,102.98,6069.43,4,0,1,Month-to-Month,Mailed check,1,0,99.5,25.745,24277.72,5,0
35,80.61,2637.09,3,1,1,Month-to-Month,Mailed check,2,1,75.35,26.87,7911.27,5,1
64,49.11,2960.24,4,1,1,Month-to-Month,Credit card,0,0,46.25,12.2775,11840.96,6,1
25,40.71,1042.01,3,1,1,Month-to-Month,Credit card,4,0,41.68,13.57,3126.0299999999997,5,1
24,35.23,802.57,2,1,1,Two Year,Mailed check,2,1,33.44,17.615,1605.14,4,0
12,109.95,1418.96,4,1,1,Month-to-Month,Electronic check,5,0,118.25,27.4875,5675.84,6,0
18,91.01,1508.4,4,1,1,Month-to-Month,Electronic check,2,1,83.8,22.7525,6033.6,6,0
15,113.74,1546.53,1,1,1,Month-to-Month,Electronic check,3,0,103.1,113.74,1546.53,3,1
27,80.33,1990.36,2,0,1,Month-to-Month,Bank transfer,2,0,73.72,40.165,3980.72,3,1
60,67.34,4319.71,4,0,1,Two Year,Bank transfer,3,1,72.0,16.835,17278.84,5,0
46,25.97,1230.75,4,1,1,One Year,Credit card,1,1,26.76,6.4925,4923.0,6,0
17,87.16,1617.37,2,1,1,One Year,Bank transfer,1,0,95.14,43.58,3234.74,4,0
53,78.22,4009.93,3,1,1,Month-to-Month,Electronic check,2,0,75.66,26.073333333333334,12029.789999999999,5,0
8,119.02,897.44,4,0,1,Month-to-Month,Mailed check,1,2,112.18,29.755,3589.76,5,0
27,43.92,1200.54,1,1,0,Month-to-Month,Bank transfer,2,1,44.46,43.92,1200.54,2,0
46,73.07,3386.65,4,1,1,Month-to-Month,Bank transfer,3,1,73.62,18.2675,13546.6,6,0
50,85.1,4332.46,1,1,1,Two Year,Electronic check,2,0,86.65,85.1,4332.46,3,0
71,84.46,5813.8,1,1,1,Month-to-Month,Bank transfer,2,0,81.88,84.46,5813.8,3,0
3,76.13,205.82,4,1,0,One Year,Credit card,1,2,68.61,19.0325,823.28,5,0
64,97.69,5670.75,4,1,1,Month-to-Month,Mailed check,2,0,88.61,24.4225,22683.0,6,1
44,40.5,1840.39,1,1,0,One Year,Electronic check,1,1,41.83,40.5,1840.39,2,0
53,92.56,4928.5,2,1,1,Two Year,Credit card,2,0,92.99,46.28,9857.0,4,0
24,81.97,2093.58,2,1,1,One Year,Electronic check,2,0,87.23,40.985,4187.16,4,1
60,109.61,6314.08,4,1,1,One Year,Credit card,1,1,105.23,27.4025,25256.32,6,0
3,104.72,333.98,3,1,1,Two Year,Mailed check,3,0,111.33,34.906666666666666,1001.94,5,0
20,51.51,1014.85,2,0,1,One Year,Mailed check,0,0,50.74,25.755,2029.7,3,0
46,47.62,2013.83,4,0,1,Month-to-Month,Credit card,2,2,43.78,11.905,8055.32,5,0
15,118.17,1941.97,2,1,0,Month-to-Month,Credit card,3,0,129.46,59.085,3883.94,3,1
25,72.73,1822.59,3,1,1,One Year,Credit card,2,2,72.9,24.243333333333336,5467.7699999999995,5,0
71,110.64,8058.86,4,1,1,One Year,Credit card,2,1,113.51,27.66,32235.44,6,0
17,36.39,639.76,3,0,1,Month-to-Month,Credit card,3,1,37.63,12.13,1919.28,4,0
9,84.28,737.65,4,1,1,Month-to-Month,Credit card,2,1,81.96,21.07,2950.6,6,1
38,100.99,4027.6,3,1,1,Two Year,Mailed check,2,0,105.99,33.663333333333334,12082.8,5,0
48,114.74,5915.37,2,0,0,Month-to-Month,Credit card,4,1,123.24,57.37,11830.74,2,1
60,53.73,3151.06,2,1,1,Month-to-Month,Bank transfer,3,0,52.52,26.865,6302.12,4,0
63,92.5,6010.48,3,0,1,Month-to-Month,Mailed check,2,1,95.4,30.833333333333332,18031.44,4,0
2,73.88,155.36,3,1,1,Two Year,Electronic check,4,0,77.68,24.626666666666665,466.08000000000004,5,0
11,26.06,268.89,3,1,1,Month-to-Month,Mailed check,2,1,24.44,8.686666666666666,806.67,5,0
64,89.0,5505.29,4,0,1,One Year,Electronic check,0,0,86.02,22.25,22021.16,5,0
21,89.01,1722.96,2,1,1,Month-to-Month,Electronic check,1,0,82.05,44.505,3445.92,4,0
18,113.06,2076.68,4,1,1,One Year,Bank transfer,3,0,115.37,28.265,8306.72,6,0
64,69.73,4731.32,2,1,1,Two Year,Credit card,3,0,73.93,34.865,9462.64,4,0
38,43.03,1671.39,1,0,0,Month-to-Month,Credit card,3,0,43.98,43.03,1671.39,1,0
32,24.46,732.59,4,0,0,Month-to-Month,Mailed check,2,0,22.89,6.115,2930.36,4,1
11,61.56,683.44,2,0,1,Month-to-Month,Credit card,4,0,62.13,30.78,1366.88,3,1
45,50.19,2409.84,2,1,1,Month-to-Month,Bank transfer,2,0,53.55,25.095,4819.68,4,0
33,96.11,3046.49,4,1,1,Two Year,Mailed check,2,1,92.32,24.0275,12185.96,6,0
41,55.43,2423.83,4,1,1,Month-to-Month,Mailed check,2,1,59.12,13.8575,9695.32,6,0
8,114.91,971.61,2,1,1,One Year,Mailed check,4,1,121.45,57.455,1943.22,4,0
11,116.23,1156.24,4,1,1,Month-to-Month,Credit card,4,0,105.11,29.0575,4624.96,6,1
51,82.09,3968.43,3,1,1,Month-to-Month,Credit card,1,0,77.81,27.363333333333333,11905.289999999999,5,0
41,112.87,4667.41,4,1,1,Month-to-Month,Credit card,0,0,113.84,28.2175,18669.64,6,0
17,96.09,1704.63,4,0,1,One Year,Mailed check,2,1,100.27,24.0225,6818.52,5,0
46,74.69,3697.22,4,1,1,Month-to-Month,Mailed check,2,1,80.37,18.6725,14788.88,6,0
32,38.03,1251.29,2,0,1,One Year,Electronic check,2,0,39.1,19.015,2502.58,3,0
54,65.86,3471.33,3,0,1,Month-to-Month,Electronic check,3,0,64.28,21.953333333333333,10413.99,4,0
20,76.09,1425.81,1,1,1,Month-to-Month,Credit card,4,1,71.29,76.09,1425.81,3,1
33,106.4,3693.81,1,1,0,One Year,Mailed check,2,1,111.93,106.4,3693.81,2,0
40,68.13,2565.38,3,0,1,Two Year,Credit card,3,0,64.13,22.709999999999997,7696.14,4,0
32,109.77,3649.94,3,1,1,Month-to-Month,Credit card,4,2,114.06,36.589999999999996,10949.82,5,1
2,87.43,163.71,3,1,1,One Year,Electronic check,0,0,81.86,29.143333333333334,491.13,5,0
33,33.7,1021.14,2,1,0,Month-to-Month,Bank transfer,3,1,30.94,16.85,2042.28,3,0
30,119.5,3406.54,1,0,1,One Year,Credit card,1,1,113.55,119.5,3406.54,2,1
33,72.72,2296.54,3,0,1,Two Year,Bank transfer,2,0,69.59,24.24,6889.62,4,0
26,59.19,1584.25,2,1,1,Two Year,Bank transfer,2,1,60.93,29.595,3168.5,4,0
22,85.91,1761.83,1,1,1,One Year,Mailed check,3,2,80.08,85.91,1761.83,3,1
66,30.89,2214.2,4,1,1,Month-to-Month,Mailed check,2,0,33.55,7.7225,8856.8,6,0
38,83.65,3213.26,2,1,0,Two Year,Credit card,1,2,84.56,41.825,6426.52,3,1
46,69.82,3205.9,1,0,1,Month-to-Month,Electronic check,2,0,69.69,69.82,3205.9,2,0
15,60.67,898.16,2,0,1,Month-to-Month,Electronic check,2,0,59.88,30.335,1796.32,3,0
44,115.3,5140.78,1,1,1,Month-to-Month,Credit card,0,4,116.84,115.3,5140.78,3,0
49,72.25,3202.12,1,0,1,Two Year,Credit card,1,0,65.35,72.25,3202.12,2,0
61,41.91,2807.09,4,1,1,Two Year,Electronic check,3,0,46.02,10.4775,11228.36,6,0
67,65.9,4466.1,2,1,1,Month-to-Month,Bank transfer,1,0,66.66,32.95,8932.2,4,1
6,111.94,609.2,3,0,1,One Year,Credit card,1,0,101.53,37.31333333333333,1827.6000000000001,4,0
9,37.61,344.58,4,0,1,Two Year,Bank transfer,1,2,38.29,9.4025,1378.32,5,0
6,41.4,245.27,4,1,1,Month-to-Month,Credit card,2,1,40.88,10.35,981.08,6,0
32,21.3,616.72,1,0,1,Month-to-Month,Credit card,2,0,19.27,21.3,616.72,2,0
41,21.42,952.77,3,0,1,One Year,Bank transfer,2,1,23.24,7.140000000000001,2858.31,4,0
8,102.94,742.91,2,1,1,Month-to-Month,Bank transfer,2,2,92.86,51.47,1485.82,4,0
50,93.21,4733.08,3,1,1,Month-to-Month,Electronic check,3,0,94.66,31.069999999999997,14199.24,5,0
62,55.5,3758.8,3,0,1,One Year,Credit card,1,0,60.63,18.5,11276.400000000001,4,0
62,89.83,5277.18,3,1,1,Two Year,Mailed check,2,0,85.12,29.94333333333333,15831.54,5,0
7,59.52,396.16,3,1,1,One Year,Mailed check,0,2,56.59,19.84,1188.48,5,0
4,115.29,415.08,3,1,0,One Year,Credit card,2,1,103.77,38.43,1245.24,4,0
6,116.71,639.53,1,1,1,Month-to-Month,Credit card,5,0,106.59,116.71,639.53,3,0
58,59.28,3125.28,1,1,1,Month-to-Month,Credit card,1,1,53.88,59.28,3125.28,3,0
22,105.42,2468.9,4,1,0,One Year,Bank transfer,0,0,112.22,26.355,9875.6,5,0
26,97.31,2700.45,1,0,1,Month-to-Month,Mailed check,1,0,103.86,97.31,2700.45,2,1
3,51.0,159.94,4,0,1,Two Year,Mailed check,1,0,53.31,12.75,639.76,5,0
41,43.2,1719.04,4,1,1,Month-to-Month,Mailed check,2,0,41.93,10.8,6876.16,6,0
60,65.82,4202.94,2,1,1,Month-to-Month,Credit card,5,1,70.05,32.91,8405.88,4,0
14,98.13,1384.75,3,0,1,Month-to-Month,Bank transfer,4,0,98.91,32.71,4154.25,4,0
12,116.02,1337.75,1,1,1,Two Year,Credit card,2,0,111.48,116.02,1337.75,3,0
12,96.36,1141.81,2,1,0,Month-to-Month,Electronic check,2,2,95.15,48.18,2283.62,3,0
13,105.52,1252.63,1,1,1,Month-to-Month,Electronic check,2,0,96.36,105.52,1252.63,3,0
25,80.31,2186.4,4,1,0,Month-to-Month,Mailed check,5,1,87.46,20.0775,8745.6,5,1
45,103.54,4770.3,1,1,1,Two Year,Credit card,0,2,106.01,103.54,4770.3,3,0
19,98.44,1956.86,3,0,1,Month-to-Month,Electronic check,4,0,102.99,32.81333333333333,5870.58,4,1
55,57.7,3285.58,4,0,1,Month-to-Month,Electronic check,4,0,59.74,14.425,13142.32,5,0
45,75.2,3497.53,4,1,1,Month-to-Month,Credit card,2,0,77.72,18.8,13990.12,6,0
8,100.48,726.23,2,0,1,One Year,Bank transfer,1,0,90.78,50.24,1452.46,3,0
53,24.61,1310.95,3,1,0,Month-to-Month,Credit card,1,1,24.73,8.203333333333333,3932.8500000000004,4,0
55,100.81,5901.3,4,1,1,Month-to-Month,Credit card,1,1,107.3,25.2025,23605.2,6,1
32,37.79,1099.12,3,1,1,Month-to-Month,Bank transfer,1,1,34.35,12.596666666666666,3297.3599999999997,5,0
51,71.47,3977.51,1,0,1,One Year,Mailed check,1,0,77.99,71.47,3977.51,2,0
44,100.83,4369.23,3,0,0,One Year,Mailed check,3,0,99.3,33.61,13107.689999999999,3,0
70,45.38,3043.12,4,1,1,Month-to-Month,Mailed check,3,0,43.47,11.345,12172.48,6,0
18,44.58,807.55,2,1,1,Two Year,Bank transfer,2,1,44.86,22.29,1615.1,4,0
22,60.28,1406.05,4,1,1,Two Year,Electronic check,4,0,63.91,15.07,5624.2,6,0
37,109.46,4029.57,3,1,1,Month-to-Month,Bank transfer,3,0,108.91,36.486666666666665,12088.710000000001,5,1
56,20.04,1154.81,3,1,1,One Year,Credit card,2,1,20.62,6.68,3464.43,5,0
59,110.14,6498.15,4,1,1,One Year,Bank transfer,1,0,110.14,27.535,25992.6,6,0
3,35.38,108.93,3,0,1,Two Year,Electronic check,4,0,36.31,11.793333333333335,326.79,4,0
28,119.01,3091.04,1,0,1,Month-to-Month,Electronic check,1,0,110.39,119.01,3091.04,2,1
35,115.48,3668.87,4,1,1,Month-to-Month,Credit card,4,1,104.82,28.87,14675.48,6,1
61,69.47,3929.93,2,1,1,Month-to-Month,Mailed check,0,1,64.43,34.735,7859.86,4,0
54,71.27,3683.74,4,1,1,Two Year,Electronic check,2,0,68.22,17.8175,14734.96,6,0
63,68.15,4081.66,1,1,1,Month-to-Month,Electronic check,2,0,64.79,68.15,4081.66,3,0
